gene	pip	chr
LINC01989	0	17
CCL7	0	17
CCL1	0	17
TMEM132E	0	17
CCT6B	0	17
LIG3	0	17
RAD51L3-RFFL	0	17
FNDC8	0	17
NLE1	0	17
UNC45B	0	17
SLC35G3	0	17
SLFN5	0	17
SLFN11	0.00633333333333333	17
SLFN12	0	17
SLFN13	0	17
SLFN12L	0	17
SLFN14	0.00566666666666667	17
SNHG30	0.002	17
AP2B1	0	17
RASL10B	0	17
GAS2L2	0	17
C17orf50	0	17
MMP28	0	17
TAF15	0	17
HEATR9	0	17
CCL5	0	17
RDM1	0.0651666666666667	17
LYZL6	0	17
CCL16	0	17
CCL15-CCL14	0.0251666666666667	17
CCL23	0	17
CCL18	0	17
CCL4	0.114833333333333	17
TBC1D3L	0	17
ZNHIT3	0.0283333333333333	17
MYO19	0	17
GGNBP2	0	17
DHRS11	0	17
MRM1	0.0385	17
LHX1-DT	0	17
AATF	0	17
ACACA	0.00983333333333333	17
TADA2A	0	17
DUSP14	0	17
SYNRG	0	17
DDX52	0	17
HNF1B	0.132333333333333	17
YWHAEP7	0	17
NPEPPSP1	0	17
MRPL45	0	17
GPR179	0	17
SOCS7	0	17
ARHGAP23	0	17
SRCIN1	0	17
EPOP	0	17
MLLT6	0	17
PCGF2	0	17
LOC100287808	0	17
PSMB3	0	17
PIP4K2B	0	17
CWC25	0	17
C17orf98	0	17
RPL23	0	17
LASP1	0	17
LINC00672	0	17
FBXO47	0.0496666666666667	17
LRRC37A11P	0	17
RDM1P5	0	17
PLXDC1	0	17
ARL5C	0	17
CACNB1	0.0448333333333333	17
RPL19	0.00133333333333333	17
STAC2	0.0331666666666667	17
LOC101929578	0.006	17
FBXL20	0	17
MED1	0.0383333333333333	17
CDK12	0	17
PPP1R1B	0	17
STARD3	0.0188333333333333	17
TCAP	0	17
PNMT	0	17
PGAP3	0	17
ERBB2	0	17
GRB7	0	17
IKZF3	0	17
ZPBP2	0	17
GSDMB	0	17
ORMDL3	0.103333333333333	17
LRRC3C	0	17
GSDMA	0	17
PSMD3	0	17
CSF3	0	17
MED24	0	17
THRA	0	17
NR1D1	0	17
MSL1	0	17
CASC3	0	17
RAPGEFL1	0	17
WIPF2	0	17
CDC6	0	17
RARA	0.002	17
TOP2A	0	17
IGFBP4	0	17
TNS4	0	17
CCR7	0	17
SMARCE1	0	17
KRT222	0	17
KRT24	0	17
KRT25	0	17
KRT26	0	17
KRT27	0	17
KRT28	0	17
TMEM99	0.0396666666666667	17
KRT12	0.0113333333333333	17
KRT20	0	17
KRT23	0	17
KRT39	0	17
KRT40	0	17
KRTAP3-3	0	17
KRTAP3-2	0	17
KRTAP3-1	0	17
KRTAP1-4	0	17
KRTAP1-3	0	17
KRTAP2-1	0	17
KRTAP2-2	0	17
KRTAP2-3	0	17
KRTAP2-4	0	17
LOC100996750	0	17
KRTAP4-8	0.0901666666666667	17
KRTAP4-5	0	17
KRTAP4-4	0	17
KRTAP4-2	0.00883333333333333	17
KRTAP9-1	0.033	17
KRTAP9-2	0.0185	17
KRTAP9-9	0.190166666666667	17
KRTAP9-7	0	17
KRTAP16-1	0	17
KRTAP17-1	0.0236666666666667	17
KRT33A	0	17
LOC100505782	0.109833333333333	17
KRT37	0	17
KRT38	0.00466666666666667	17
KRT32	0	17
KRT35	0.242333333333333	17
KRT36	0.0845	17
KRT13	0	17
KRT15	0	17
KRT19	0	17
KRT9	0	17
KRT14	0	17
KRT16	0.0353333333333333	17
KRT17	0	17
KRT42P	0	17
HAP1	0.02	17
JUP	0	17
P3H4	0.0356666666666667	17
FKBP10	0	17
NT5C3B	0	17
KLHL10	0.0386666666666667	17
KLHL11	0	17
ACLY	0	17
TTC25	0	17
CNP	0	17
DNAJC7	0.067	17
NKIRAS2	0	17
ZNF385C	0	17
DHX58	0	17
KAT2A	0	17
RAB5C	0	17
KCNH4	0.0345	17
STAT5B	0.0575	17
STAT5A	0.0196666666666667	17
STAT3	0	17
CAVIN1	0	17
ATP6V0A1	0	17
NAGLU	0	17
PSMC3IP	0	17
RETREG3	0	17
TUBG2	0	17
PLEKHH3	0	17
CNTNAP1	0.0981666666666667	17
EZH1	0	17
RAMP2	0	17
VPS25	0	17
WNK4	0	17
CNTD1	0	17
BECN1	0	17
PSME3	0	17
AOC4P	0	17
LINC00671	0	17
G6PC	0.0256666666666667	17
PTGES3L-AARSD1	0	17
RUNDC1	0	17
IFI35	0.126333333333333	17
BRCA1	0	17
NBR2	0	17
LOC101929767	0	17
NBR1	0	17
TMEM106A	0	17
CCDC200	0	17
LINC00910	0	17
MIR2117HG	0	17
DHX8	0.069	17
ETV4	0	17
MEOX1	0.038	17
SOST	0	17
DUSP3	0	17
MPP3	0	17
CD300LG	0.0106666666666667	17
MPP2	0.016	17
LINC01976	0	17
PPY	0	17
PYY	0	17
NAGS	0	17
TMEM101	0	17
LSM12	0	17
G6PC3	0	17
HDAC5	0	17
LOC105371789	0.0621666666666667	17
HROB	0	17
ASB16	0	17
ASB16-AS1	0	17
TMUB2	0	17
ATXN7L3	0.00983333333333333	17
UBTF	0.0015	17
SLC4A1	0	17
RUNDC3A-AS1	0	17
RUNDC3A	0.159666666666667	17
SLC25A39	0.0121666666666667	17
GRN	0	17
FAM171A2	0.0125	17
ITGA2B	0.0378333333333333	17
GPATCH8	0	17
FZD2	0.0123333333333333	17
LINC01180	0	17
MEIOC	0.022	17
CCDC43	0.0251666666666667	17
DBF4B	0	17
ADAM11	0	17
GJC1	0	17
HIGD1B	0	17
EFTUD2	0	17
GFAP	0	17
KIF18B	0	17
C1QL1	0	17
DCAKD	0	17
NMT1	0	17
PLCD3	0	17
ACBD4	0	17
HEXIM1	0.0526666666666667	17
HEXIM2	0.0846666666666667	17
LOC105371795	0	17
LOC339192	0	17
FMNL1	0	17
MAP3K14-AS1	0	17
MAP3K14	0	17
ARHGAP27	0	17
PLEKHM1	0	17
ARL17A	0.0218333333333333	17
MAPK8IP1P2	0	17
LINC02210	0	17
LINC02210-CRHR1	0	17
CRHR1	0.428	17
MAPT-AS1	0.0238333333333333	17
SPPL2C	0	17
MAPT	0	17
MAPT-IT1	0.0473333333333333	17
KANSL1	0	17
ARL17B	0	17
LRRC37A	0	17
NSFP1	0	17
NSF	0.0643333333333333	17
WNT3	0.0408333333333333	17
WNT9B	0	17
GOSR2	0	17
CDC27	0	17
MYL4	0	17
ITGB3	0	17
THCAT158	0	17
EFCAB13	0	17
MRPL45P2	0.006	17
NPEPPS	0	17
KPNB1	0.105833333333333	17
TBKBP1	0	17
TBX21	0	17
OSBPL7	0.535666666666667	17
MRPL10	0	17
LRRC46	0	17
SCRN2	0	17
SP6	0.0531666666666667	17
LOC102724532	0	17
SP2	0	17
SP2-AS1	0	17
PNPO	0	17
PRR15L	0	17
CDK5RAP3	0	17
COPZ2	0	17
NFE2L1	0	17
CBX1	0.0345	17
SNX11	0	17
SKAP1	0	17
THRA1|BTR	0	17
LOC101927166	0	17
HOXB1	0	17
HOXB2	0	17
HOXB3	0	17
HOXB4	0	17
HOXB-AS3	0.0656666666666667	17
HOXB8	0	17
HOXB9	0	17
PRAC1	0	17
TTLL6	0	17
CALCOCO2	0	17
LOC105371814	0	17
UBE2Z	0	17
SNF8	0.0195	17
GIP	0.00416666666666667	17
IGF2BP1	0	17
B4GALNT2	0	17
GNGT2	0	17
ABI3	0	17
PHOSPHO1	0	17
FLJ40194	0	17
ZNF652	0	17
LOC102724596	0	17
PHB	5e-04	17
LINC02075	0.0116666666666667	17
NGFR	0	17
LOC100288866	0	17
SPOP	0	17
SLC35B1	0.0103333333333333	17
FAM117A	0	17
KAT7	0	17
TAC4	0	17
DLX4	0	17
DLX3	0.089	17
PICART1	0	17
ITGA3	0	17
PDK2	0	17
SAMD14	0	17
PPP1R9B	0	17
SGCA	0.0451666666666667	17
H1-9P	0	17
COL1A1	0	17
TMEM92	0	17
TMEM92-AS1	0.009	17
XYLT2	0.0623333333333333	17
MRPL27	0.00433333333333333	17
EME1	0	17
LRRC59	0	17
ACSF2	0	17
MYCBPAP	0	17
EPN3	0	17
SPATA20	0	17
CACNA1G-AS1	0	17
CACNA1G	0	17
ABCC3	0	17
ANKRD40	0	17
LUC7L3	0.173333333333333	17
ANKRD40CL	0	17
WFIKKN2	0	17
SPAG9	0.00133333333333333	17
MBTD1	0	17
UTP18	0	17
LINC02071	0	17
LINC02072	0	17
LINC02073	0	17
CA10	0	17
LINC01982	0	17
LINC02089	0	17
KIF2B	0.0493333333333333	17
TOM1L1	0	17
COX11	0	17
STXBP4	0.00766666666666667	17
HLF	0	17
MMD	0.1495	17
TMEM100	0.058	17
PCTP	0	17
ANKFN1	0.0255	17
C17orf67	0	17
DGKE	0	17
TRIM25	0	17
COIL	0	17
SCPEP1	0	17
RNF126P1	0.0871666666666667	17
AKAP1	0	17
MSI2	0	17
LOC101927539	0	17
CCDC182	0	17
MRPS23	0	17
CUEDC1	0	17
VEZF1	0.00566666666666667	17
SRSF1	0.0893333333333333	17
LOC101927666	0	17
DYNLL2	0.0195	17
MSX2P1	0	17
EPX	0	17
MKS1	0	17
LPO	0.1505	17
MPO	0.0233333333333333	17
TSPOAP1	0	17
TSPOAP1-AS1	0	17
RNF43	0	17
HSF5	0	17
MTMR4	0	17
SEPTIN4-AS1	0.0133333333333333	17
TEX14	0	17
RAD51C	0	17
PPM1E	0.0423333333333333	17
TRIM37	0	17
SKA2	0	17
PRR11	0	17
SMG8	0	17
GDPD1	0	17
YPEL2	0	17
LINC01476	0	17
DHX40	0	17
CLTC	0	17
PTRH2	0	17
VMP1	0	17
TUBD1	0	17
RPS6KB1	0	17
RNFT1	0	17
TBC1D3P1-DHX40P1	0	17
HEATR6	0	17
CA4	0	17
USP32	0.0288333333333333	17
C17orf64	0.176333333333333	17
APPBP2	0	17
LINC01999	0	17
PPM1D	0	17
BCAS3	0	17
LOC101927855	0	17
TBX2-AS1	0	17
TBX2	0.0176666666666667	17
TBX4	0	17
BRIP1	0	17
INTS2	0	17
MED13	0	17
TBC1D3P2	0.0111666666666667	17
EFCAB3	0	17
METTL2A	0	17
TLK2	0.0996666666666667	17
MRC2	0.0678333333333333	17
MARCHF10	0	17
LOC105371855	0	17
MARCHF10-DT	0	17
TANC2	0.0166666666666667	17
CYB561	0	17
ACE	0	17
KCNH6	0	17
DCAF7	0	17
TACO1	0	17
MAP3K3	0	17
STRADA	0	17
CCDC47	0	17
DDX42	0.0215	17
FTSJ3	0.0135	17
PSMC5	0	17
SMARCD2	0.00666666666666667	17
TCAM1P	0	17
CSH1	0	17
CSHL1	0.0391666666666667	17
GH1	0	17
SCN4A	0	17
PRR29-AS1	0.0256666666666667	17
ICAM2	0	17
ERN1	0	17
TEX2	0.0973333333333333	17
PECAM1	0	17
MILR1	0.0438333333333333	17
POLG2	0	17
DDX5	0	17
CEP95	0.001	17
SMURF2	0	17
ARHGAP27P1-BPTFP1-KPNA2P3	0.00933333333333333	17
PLEKHM1P1	0	17
LRRC37A3	0.000833333333333333	17
AMZ2P1	0	17
GNA13	0	17
LOC100507002	0	17
RGS9	0	17
AXIN2	0.054	17
CEP112	0	17
APOH	0	17
PRKCA	0.042	17
PRKCA-AS1	0.073	17
CACNG5	0	17
CACNG4	0	17
CACNG1	0.0705	17
HELZ	0	17
LOC101928021	0	17
PSMD12	0.0326666666666667	17
PITPNC1	0	17
NOL11	0	17
BPTF	0	17
C17orf58	0	17
KPNA2	0	17
LINC00674	0.034	17
ARHGAP27P2	0.0418333333333333	17
AMZ2	0	17
ARSG	0	17
SLC16A6	0.0223333333333333	17
PRKAR1A	0.0306666666666667	17
FAM20A	0	17
LINC01482	0	17
ABCA8	0.0693333333333333	17
ABCA9	0	17
ABCA9-AS1	0	17
ABCA6	0.127833333333333	17
ABCA10	0	17
ABCA5	0.0115	17
MAP2K6	0	17
LOC105371880	0	17
LINC01483	0.0591666666666667	17
LINC01497	0	17
LINC01028	0	17
KCNJ16	0	17
KCNJ2	0.0065	17
CASC17	0	17
ROCR	0	17
LINC01152	0	17
LOC102723517	0.238	17
SOX9-AS1	0	17
LINC02003	0.0015	17
LINC00673	0	17
LINC00511	0	17
SLC39A11	0	17
SSTR2	0	17
COG1	0	17
FAM104A	0.0378333333333333	17
C17orf80	0	17
CPSF4L	0	17
CDC42EP4	0	17
SDK2	0	17
LOC101928251	0	17
LOC100134391	0	17
LINC00469	0.00816666666666667	17
RPL38	0	17
TTYH2	0	17
DNAI2	0.0361666666666667	17
KIF19	0.0195	17
BTBD17	0.053	17
GPR142	0	17
GPRC5C	0	17
CD300A	0	17
CD300LB	0.0591666666666667	17
CD300C	0	17
CD300LD	0	17
LOC101928343	0.385833333333333	17
RAB37	0	17
CD300LF	0	17
SLC9A3R1	0	17
NAT9	0	17
TMEM104	0	17
GRIN2C	0	17
FDXR	0	17
FADS6	0	17
USH1G	0.00483333333333333	17
OTOP2	0	17
OTOP3	0	17
HID1	0	17
HID1-AS1	0	17
CDR2L	0.0311666666666667	17
MRPL58	0	17
ATP5PD	0	17
KCTD2	0	17
SLC16A5	0	17
ARMC7	0	17
NT5C	0	17
JPT1	0	17
SUMO2	0.0225	17
NUP85	0	17
GGA3	0	17
LOC100287042	0.224333333333333	17
SLC25A19	0	17
GRB2	0	17
TMEM94	0	17
CASKIN2	0.013	17
TSEN54	0	17
LLGL2	0.0495	17
MYO15B	0	17
RECQL5	0.1005	17
SAP30BP	0	17
ITGB4	0	17
GALK1	0	17
H3-3B	0.00433333333333333	17
UNK	0.0761666666666667	17
UNC13D	0.0663333333333333	17
WBP2	0.0498333333333333	17
TRIM47	0	17
TRIM65	0	17
MRPL38	0.0116666666666667	17
FBF1	0	17
ACOX1	0.0163333333333333	17
TEN1-CDK3	0	17
EVPL	0	17
SRP68	0	17
ZACN	0.012	17
EXOC7	0	17
RNF157-AS1	0	17
RNF157	0	17
UBALD2	0	17
QRICH2	0	17
PRPSAP1	0	17
SPHK1	0.0366666666666667	17
UBE2O	0	17
AANAT	0	17
RHBDF2	0.0366666666666667	17
CYGB	0	17
SNHG16	0	17
ST6GALNAC2	0	17
ST6GALNAC1	0.0478333333333333	17
MXRA7	0	17
JMJD6	0	17
METTL23	0	17
MFSD11	0	17
LINC02080	0	17
LINC00868	0	17
MGAT5B	0.0266666666666667	17
LOC105371899	0.0736666666666667	17
SNHG20	0	17
SEC14L1	0	17
SEPTIN9-DT	0	17
SEPTIN9	0	17
LOC400622	0.0401666666666667	17
LOC100507351	0.0136666666666667	17
LINC01987	0	17
LINC01973	0.0476666666666667	17
TNRC6C	0	17
TMC6	0.0131666666666667	17
TMC8	0	17
C17orf99	0	17
SYNGR2	0	17
TK1	0.0375	17
AFMID	0	17
BIRC5	0	17
TMEM235	0	17
LOC105371910	0	17
LINC01993	0	17
SOCS3	0	17
LOC101928674	0	17
PGS1	0	17
DNAH17	0.013	17
DNAH17-AS1	0	17
SCAT1	0.0705	17
CYTH1	0	17
USP36	0	17
TIMP2	0	17
CEP295NL	0	17
LGALS3BP	0	17
CANT1	0	17
C1QTNF1-AS1	0	17
C1QTNF1	0.1525	17
ENGASE	0	17
RBFOX3	0	17
LINC02078	0	17
ENPP7	0	17
CBX2	0	17
CBX8	0.079	17
LINC01977	0	17
CBX4	0.0588333333333333	17
LINC01979	0	17
TBC1D16	0.4685	17
CCDC40	0.0293333333333333	17
GAA	0	17
EIF4A3	0	17
CARD14	0	17
SGSH	0.0118333333333333	17
SLC26A11	0	17
RNF213	0.00966666666666667	17
RNF213-AS1	0	17
ENDOV	0	17
NPTX1	0	17
RPTOR	0	17
LOC101928855	0	17
LOC400627	0	17
CHMP6	0	17
BAIAP2-DT	0	17
BAIAP2	0	17
AATK	0	17
PVALEF	0	17
CEP131	0	17
TEPSIN	0.00983333333333333	17
LOC105371925	0	17
NDUFAF8	0.0185	17
SLC38A10	0.169166666666667	17
LINC00482	0	17
TMEM105	0	17
LOC100130370	0	17
BAHCC1	0	17
ACTG1	0	17
FSCN2	0	17
FAAP100	0	17
NPLOC4	0	17
TSPAN10	0.054	17
PDE6G	0	17
OXLD1	0	17
CCDC137	0.00116666666666667	17
ARL16	0	17
HGS	0	17
MRPL12	0.0465	17
SLC25A10	0	17
GCGR	0	17
MCRIP1	0	17
P4HB	0	17
ARHGDIA	0	17
ANAPC11	0	17
PCYT2	0	17
SIRT7	0	17
MAFG	0	17
PYCR1	0.068	17
MYADML2	0.0468333333333333	17
ASPSCR1	0	17
CENPX	0	17
LRRC45	0.002	17
RAC3	0	17
DCXR-DT	0	17
RFNG	0	17
GPS1	0	17
DUS1L	0.00616666666666667	17
FASN	0.0268333333333333	17
CCDC57	0.0783333333333333	17
SLC16A3	0	17
CSNK1D	0	17
LINC01970	0	17
SECTM1	0	17
TEX19	0	17
UTS2R	0	17
OGFOD3	0	17
HEXD	0	17
CYBC1	0.0928333333333333	17
NARF	0	17
FOXK2	0.003	17
WDR45B	0	17
RAB40B	0.0075	17
LOC101929552	0	17
FN3KRP	0.152833333333333	17
FN3K	0	17
TBCD	0	17
B3GNTL1	0	17
METRNL	0	17
RPL23AP87	0	17
LINC02564	0	18
TUBB8B	0.124333333333333	18
ROCK1P1	0.044	18
USP14	0.0201666666666667	18
THOC1	0.0135	18
COLEC12	0.0178333333333333	18
LINC01925	0.013	18
CETN1	0.0281666666666667	18
CLUL1	0.0338333333333333	18
TYMSOS	0.137666666666667	18
TYMS	0.206166666666667	18
ENOSF1	0.0441666666666667	18
YES1	0.103333333333333	18
ADCYAP1	0.0611666666666667	18
LINC01904	0.0156666666666667	18
LINC00470	0.0533333333333333	18
METTL4	0.0901666666666667	18
NDC80	0.0551666666666667	18
CBX3P2	0	18
SMCHD1	0.048	18
EMILIN2	0.239333333333333	18
LPIN2	0	18
CHORDC1P4	0.008	18
MYOM1	0.026	18
MYL12A	0.3365	18
LOC104968399	0.0786666666666667	18
MYL12B	0.0711666666666667	18
LINC01895	0	18
TGIF1	0.0221666666666667	18
GAPLINC	0.0703333333333333	18
DLGAP1	0.026	18
DLGAP1-AS1	0.00283333333333333	18
DLGAP1-AS2	0.104	18
DLGAP1-AS3	0	18
DLGAP1-AS4	0.00783333333333333	18
DLGAP1-AS5	0.00233333333333333	18
LINC01892	0	18
AKAIN1	0.008	18
LINC00526	0.0733333333333333	18
LINC00667	0.00766666666666667	18
ZBTB14	0.0265	18
EPB41L3	0	18
MIR3976HG	0.1275	18
TMEM200C	0.1505	18
L3MBTL4	0.0296666666666667	18
L3MBTL4-AS1	0.00133333333333333	18
LINC01387	0.0246666666666667	18
ARHGAP28	0.014	18
LINC00668	0.0473333333333333	18
LAMA1	0.00666666666666667	18
LOC101927188	0.0485	18
LRRC30	0.0045	18
LOC112577592	0.009	18
PTPRM	0.0351666666666667	18
LOC100192426	0.0131666666666667	18
RAB12	0.0393333333333333	18
GACAT2	0.0858333333333333	18
MTCL1	0.0285	18
NDUFV2	0.0301666666666667	18
NDUFV2-AS1	0.0286666666666667	18
ANKRD12	0.0188333333333333	18
TWSG1	0.0303333333333333	18
RALBP1	0.0185	18
PPP4R1	0.0753333333333333	18
PPP4R1-AS1	0	18
RAB31	0.409333333333333	18
TXNDC2	0.316666666666667	18
VAPA	0.039	18
LINC01254	0.00933333333333333	18
APCDD1	0.0095	18
NAPG	0.021	18
LINC01887	0.00983333333333333	18
LOC101927410	0.0273333333333333	18
PIEZO2	0	18
LINC01928	0	18
LINC01255	0.0366666666666667	18
SLC35G4	0.00366666666666667	18
GNAL	0.0548333333333333	18
CHMP1B	0.0441666666666667	18
MPPE1	0.0218333333333333	18
IMPA2	0.0178333333333333	18
ANKRD62	0	18
C18orf61	0.0351666666666667	18
CIDEA	0.0226666666666667	18
TUBB6	0.0203333333333333	18
AFG3L2	0.00983333333333333	18
PRELID3A	0.06	18
LOC105371998	0.0485	18
SPIRE1	0.140666666666667	18
PSMG2	0.0191666666666667	18
CEP76	0	18
LINC01882	0.00866666666666667	18
PTPN2	0.0163333333333333	18
SEH1L	0.0363333333333333	18
CEP192	0.0258333333333333	18
LDLRAD4	0.160666666666667	18
LDLRAD4-AS1	0.0113333333333333	18
FAM210A	0.114833333333333	18
RNMT	0.0188333333333333	18
MC5R	0.0105	18
MC2R	0.0275	18
ZNF519	0.0866666666666667	18
ANKRD20A5P	0.006	18
CYP4F35P	0.0101666666666667	18
CXADRP3	0.078	18
POTEC	0.057	18
ANKRD30B	0.000166666666666667	18
LINC01443	0.0476666666666667	18
LINC01444	0	18
LOC644669	0	18
ROCK1	0.0255	18
GREB1L	0.008	18
ESCO1	0.0601666666666667	18
SNRPD1	0.009	18
ABHD3	0.0268333333333333	18
MIB1	0.0248333333333333	18
GATA6	0.0148333333333333	18
CTAGE1	0.0876666666666667	18
LOC101927571	0.051	18
RBBP8	0.313166666666667	18
CABLES1	0.027	18
TMEM241	0.0308333333333333	18
RIOK3	0.103833333333333	18
RMC1	0.0306666666666667	18
NPC1	0.0425	18
ANKRD29	0.0133333333333333	18
LAMA3	0	18
TTC39C-AS1	0.0461666666666667	18
TTC39C	0.0665	18
CABYR	0.0178333333333333	18
OSBPL1A	0.137	18
IMPACT	0.0503333333333333	18
HRH4	0.0121666666666667	18
LINC01915	0.165833333333333	18
LOC105372028	0.0191666666666667	18
LINC01894	0.0291666666666667	18
ZNF521	0.0131666666666667	18
SS18	0.0295	18
PSMA8	0.0635	18
TAF4B	0.0758333333333333	18
LINC01543	0.0331666666666667	18
KCTD1	0.0106666666666667	18
PCAT18	0.0206666666666667	18
AQP4	0.000333333333333333	18
AQP4-AS1	0.201833333333333	18
CHST9	0	18
LOC105372038	0.0265	18
CDH2	0.00816666666666667	18
MIR302F	0	18
DSC3	0.0256666666666667	18
DSC2	0.017	18
DSCAS	0.0406666666666667	18
DSC1	0.0563333333333333	18
DSG1	0	18
DSG1-AS1	0.0298333333333333	18
DSG3	0.0181666666666667	18
DSG2	0.0291666666666667	18
DSG2-AS1	0.032	18
TTR	0.150166666666667	18
B4GALT6	0.0045	18
SLC25A52	0.098	18
TRAPPC8	0.024	18
RNF125	0.0308333333333333	18
RNF138	0.0365	18
MEP1B	0.003	18
GAREM1	0.00516666666666667	18
KLHL14	0	18
CCDC178	0.0211666666666667	18
ASXL3	0.0531666666666667	18
NOL4	0.0558333333333333	18
DTNA	0.0095	18
MAPRE2	0.0128333333333333	18
ZNF397	0.00566666666666667	18
ZSCAN30	0.0315	18
ZNF271P	0.0443333333333333	18
ZNF24	0.00866666666666667	18
ZNF396	0.0785	18
INO80C	0.0223333333333333	18
GALNT1	0.0123333333333333	18
MIR187	0.0128333333333333	18
C18orf21	0.0276666666666667	18
RPRD1A	0.0218333333333333	18
SLC39A6	0.017	18
ELP2	0.0496666666666667	18
COSMOC	0	18
MOCOS	0.0145	18
FHOD3	0.00516666666666667	18
TPGS2	0.057	18
KIAA1328	0.0375	18
LOC105372069	0.0315	18
CELF4	0.0355	18
MIR924HG	0.011	18
LINC01902	0.0345	18
LINC01477	0.141	18
KC6	0.015	18
PIK3C3	0.0438333333333333	18
LINC00907	0.00166666666666667	18
RIT2	0.0456666666666667	18
SYT4	0.0166666666666667	18
LINC01478	0.0133333333333333	18
LINC01601	0.0288333333333333	18
SETBP1	0.0176666666666667	18
SLC14A2	0.00216666666666667	18
SLC14A2-AS1	0.0118333333333333	18
SLC14A1	0.019	18
SIGLEC15	0.00183333333333333	18
EPG5	0.0228333333333333	18
PSTPIP2	0.056	18
ATP5F1A	0.00633333333333333	18
HAUS1	0.0128333333333333	18
C18orf25	0.00733333333333333	18
RNF165	0.0045	18
LOXHD1	0.0175	18
ST8SIA5	0	18
PIAS2	0.0268333333333333	18
KATNAL2	0.0755	18
HDHD2	0.005	18
IER3IP1	0.0348333333333333	18
SKOR2	0.0881666666666667	18
MIR4527HG	0.0478333333333333	18
SMAD2	0.0295	18
ZBTB7C	0.052	18
C18orf12	0.0191666666666667	18
CTIF	0.077	18
SMAD7	0.00866666666666667	18
LOC100129878	0.0476666666666667	18
DYM	0.0843333333333333	18
C18orf32	0.0118333333333333	18
LIPG	0.00566666666666667	18
ACAA2	0.108166666666667	18
SNHG22	0.0128333333333333	18
MYO5B	0.0145	18
CFAP53	0.0705	18
MBD1	0.0305	18
CXXC1	0.0165	18
SKA1	0.0256666666666667	18
MAPK4	0.0238333333333333	18
MRO	0.0663333333333333	18
ME2	0.00683333333333333	18
ELAC1	0.0655	18
SMAD4	0.0181666666666667	18
MEX3C	0	18
LINC01630	0.0703333333333333	18
DCC	0.0343333333333333	18
LINC01919	0.0103333333333333	18
MBD2	0.00766666666666667	18
POLI	0.0258333333333333	18
STARD6	0.0465	18
C18orf54	0.0108333333333333	18
DYNAP	0.0265	18
RAB27B	0.0045	18
CCDC68	0.0211666666666667	18
LINC01929	0.0525	18
TCF4	0.0241666666666667	18
TCF4-AS1	0	18
LINC01416	0.008	18
LOC642484	0.0405	18
TXNL1	0	18
WDR7	0.054	18
LINC-ROR	0.0765	18
BOD1L2	0.015	18
LINC02565	0	18
ST8SIA3	0	18
ONECUT2	0.0253333333333333	18
FECH	0.0538333333333333	18
NARS1	0.00616666666666667	18
LOC100505549	0.0438333333333333	18
ATP8B1	0	18
NEDD4L	0.267	18
ALPK2	0.027	18
LOC101927322	0.0186666666666667	18
MALT1	0.0175	18
LINC01926	0.0201666666666667	18
ZNF532	0.0936666666666667	18
OACYLP	0.271333333333333	18
SEC11C	0.0168333333333333	18
GRP	0.0136666666666667	18
RAX	0.0266666666666667	18
CPLX4	0.0221666666666667	18
LMAN1	0.0611666666666667	18
CCBE1	0.229666666666667	18
PMAIP1	0.0121666666666667	18
CDH20	0.0633333333333333	18
LINC01544	0.0803333333333333	18
RNF152	0.0916666666666667	18
PIGN	0.0228333333333333	18
RELCH	0.0295	18
TNFRSF11A	0.03	18
ZCCHC2	0.0025	18
PHLPP1	0.00616666666666667	18
BCL2	0	18
KDSR	0	18
VPS4B	0.0131666666666667	18
SERPINB5	0.0461666666666667	18
SERPINB12	5e-04	18
SERPINB13	0.0675	18
SERPINB4	0.0113333333333333	18
SERPINB3	0.06	18
SERPINB11	0.059	18
SERPINB7	0.0766666666666667	18
SERPINB2	0.0371666666666667	18
SERPINB10	0.0288333333333333	18
HMSD	0.000666666666666667	18
SERPINB8	0.117333333333333	18
LINC00305	0.135666666666667	18
LINC01924	0.0065	18
CDH7	0.0565	18
CDH19	0.00416666666666667	18
DSEL	0.0285	18
LOC643542	0	18
LINC01903	0	18
TMX3	0.0323333333333333	18
CCDC102B	0.009	18
DOK6	0.0841666666666667	18
CD226	0.000833333333333333	18
RTTN	0.0468333333333333	18
SOCS6	0.0206666666666667	18
LINC01909	0.00883333333333333	18
LINC01910	0.0173333333333333	18
GTSCR1	0.0336666666666667	18
LINC01541	0	18
LINC01899	0.0368333333333333	18
CBLN2	0.0461666666666667	18
NETO1	0.0143333333333333	18
LOC100505797	0.0131666666666667	18
LINC02864	0.188833333333333	18
LINC02582	0.026	18
FBXO15	0.120166666666667	18
TIMM21	0.0156666666666667	18
CYB5A	0.0276666666666667	18
C18orf63	0.0075	18
LINC01922	0.05	18
DIPK1C	0.142	18
CNDP2	0.0788333333333333	18
CNDP1	0.0218333333333333	18
LINC00909	0.011	18
ZNF407	0.0015	18
ZADH2	0.0241666666666667	18
TSHZ1	0.0508333333333333	18
SMIM21	0	18
LINC01898	0.046	18
LOC339298	0.00883333333333333	18
LINC01893	0.184166666666667	18
ZNF516	0.004	18
LOC101927989	0.0293333333333333	18
ZNF516-DT	0.0303333333333333	18
LINC00908	0.0545	18
LINC00683	0.046	18
LINC01927	0.0515	18
LINC01879	0.0361666666666667	18
ZNF236-DT	0.0176666666666667	18
ZNF236	0.281666666666667	18
MBP	0.0276666666666667	18
GALR1	0.0385	18
