chr	gene	PIP
chr3	XXYLT1-AS1	0
chr3	XXYLT1-AS2	0
chr3	ACAP2	0
chr3	PPP1R2	0
chr3	MUC20	0
chr3	MUC4	0
chr3	LINC01983	0
chr3	TNK2	0
chr3	SDHAP1	0
chr3	TFRC	0
chr3	LINC00885	0
chr3	SLC51A	0
chr3	PCYT1A	0
chr3	TCTEX1D2	0
chr3	RNF168	0
chr3	SMCO1	0
chr3	WDR53	0
chr3	FBXO45	0
chr3	LINC01063	0
chr3	NRROS	0
chr3	CEP19	0
chr3	PAK2	0
chr3	NCBP2	0
chr3	PIGZ	0
chr3	MELTF	0
chr3	MELTF-AS1	0
chr3	DLG1	0
chr3	DLG1-AS1	0
chr3	LINC02012	0
chr3	BDH1	0
chr3	FYTTD1	0
chr3	IQCG	0
chr3	LMLN	0
chr4	ZNF718	0
chr4	ZNF876P	0
chr4	ZNF732	0
chr4	ZNF141	0
chr4	ABCA11P	0
chr4	ZNF721	0
chr4	PIGG	0
chr4	MYL5	0
chr4	SLC49A3	0
chr4	PCGF3	0
chr4	GAK	0
chr4	SLC26A1	0
chr4	IDUA	0
chr4	RNF212	0
chr4	LOC105374344	0
chr4	SPON2	0
chr4	LOC100130872	0
chr4	CTBP1-AS	0
chr4	CTBP1	0
chr4	MAEA	0
chr4	UVSSA	0
chr4	NKX1-1	0
chr4	SLBP	0
chr4	TACC3	0
chr4	FGFR3	0
chr4	LETM1	0
chr4	NELFA	0
chr4	NAT8L	0
chr4	POLN	0
chr4	ZFYVE28	0
chr4	CFAP99	0
chr4	FAM193A	0
chr4	SH3BP2	0
chr4	ADD1	0
chr4	NOP14-AS1	0
chr4	NOP14	0
chr4	HTT-AS	0
chr4	MSANTD1	0
chr4	RGS12	0
chr4	HGFAC	0
chr4	DOK7	0
chr4	LRPAP1	0
chr4	LINC00955	0
chr4	LINC02171	0
chr4	ADRA2C	0
chr4	FAM86EP	0
chr4	OTOP1	0
chr4	LYAR	0
chr4	ZBTB49	0
chr4	NSG1	0
chr4	STX18	0
chr4	STX18-IT1	0
chr4	STX18-AS1	0
chr4	LOC101928279	0
chr4	MSX1	0
chr4	LOC101928306	0
chr4	CYTL1	0
chr4	STK32B	0
chr4	EVC2	0
chr4	EVC	0
chr4	MIR378D1	0
chr4	C4orf50	0
chr4	JAKMIP1	0
chr4	LINC02495	0
chr4	WFS1	0
chr4	PPP2R2C	0
chr4	MAN2B2	0
chr4	LINC02482	0
chr4	LINC02481	0
chr4	S100P	0
chr4	MRFAP1L1	0
chr4	TBC1D14	0
chr4	LOC100129931	0
chr4	TADA2B	0
chr4	GRPEL1	0
chr4	LINC02447	0
chr4	PSAPL1	0
chr4	AFAP1-AS1	0
chr4	AFAP1	0
chr4	SH3TC1	0
chr4	HTRA3	0
chr4	LINC02517	0
chr4	ACOX3	0
chr4	TRMT44	0
chr4	GPR78	0
chr4	CPZ	0
chr4	HMX1	0
chr4	USP17L10	0
chr4	USP17L13	0
chr4	USP17L15	0
chr4	USP17L19	0
chr4	USP17L9P	0
chr4	USP17L6P	0
chr4	DEFB131A	0
chr4	MIR548I2	0
chr4	DRD5	0
chr4	WDR1	0
chr4	ZNF518B	0
chr4	CLNK	0
chr4	HS3ST1	0
chr4	LINC02360	0
chr4	LINC02270	0
chr4	RAB28	0
chr4	LINC01097	0
chr4	NKX3-2	0
chr4	BOD1L1	0
chr4	LINC01182	0
chr4	CPEB2-DT	0
chr4	C1QTNF7-AS1	0
chr4	C1QTNF7	0
chr4	CC2D2A	0
chr4	FBXL5	0
chr4	FAM200B	0
chr4	BST1	0
chr4	FGFBP2	0
chr4	PROM1	0
chr4	TAPT1	0
chr4	TAPT1-AS1	0
chr4	LDB2	0
chr4	LINC02493	0
chr4	QDPR	0
chr4	CLRN2	0
chr4	LAP3	0
chr4	MED28	0
chr4	FAM184B	0
chr4	DCAF16	0
chr4	NCAPG	0
chr4	LCORL	0
chr4	PACRGL	0
chr4	KCNIP4	0
chr4	LOC105374516	0
chr4	LOC100505912	0
chr4	MIR573	0
chr4	DHX15	0
chr4	SOD3	0
chr4	SEPSECS	0
chr4	SEPSECS-AS1	0
chr4	ZCCHC4	0
chr4	LOC101929161	0
chr4	SLC34A2	0
chr4	SEL1L3	0
chr4	RBPJ	0
chr4	CCKAR	0
chr4	TBC1D19	0
chr4	STIM2	0
chr4	LINC02261	0
chr4	LINC02364	0
chr4	LINC02472	0
chr4	LINC02497	0
chr4	LOC101928622	0
chr4	ARAP2	0
chr4	LOC439933	0
chr4	DTHD1	0
chr4	LINC02616	0
chr4	C4orf19	0
chr4	PGM2	0
chr4	TBC1D1	0
chr4	LINC01258	0
chr4	LINC02278	0
chr4	KLF3-AS1	0
chr4	TLR10	0
chr4	TLR1	0
chr4	TLR6	0
chr4	FAM114A1	0
chr4	TMEM156	0
chr4	KLHL5	0
chr4	WDR19	0
chr4	RFC1	0
chr4	KLB	0
chr4	LIAS	0
chr4	LOC401127	0
chr4	UGDH	0
chr4	UGDH-AS1	0
chr4	UBE2K	0
chr4	PDS5A	0
chr4	LOC344967	0
chr4	N4BP2	0
chr4	RHOH	0
chr4	LINC02265	0
chr4	CHRNA9	0
chr4	RBM47	0
chr4	NSUN7	0
chr4	UCHL1-AS1	0
chr4	UCHL1	0
chr4	LIMCH1	0
chr4	TMEM33	0
chr4	DCAF4L1	0
chr4	SLC30A9	0
chr4	BEND4	0
chr4	SHISA3	0
chr4	ATP8A1	0
chr4	GRXCR1	0
chr4	LINC02383	0
chr4	LINC02475	0
chr4	YIPF7	0
chr4	GABRG1	0
chr4	GABRA2	0
chr4	COX7B2	0
chr4	GABRA4	0
chr4	GABRB1	0
chr4	COMMD8	0
chr4	ATP10D	0
chr4	CORIN	0
chr4	LOC101927179	0
chr4	NFXL1	0
chr4	LOC101927157	0
chr4	TXK	0
chr4	TEC	0
chr4	SLC10A4	0
chr4	FRYL	0
chr4	OCIAD1-AS1	0
chr4	OCIAD2	0
chr4	CWH43	0
chr4	DCUN1D4	0
chr4	LRRC66	0
chr4	SGCB	0
chr4	LINC02480	0
chr4	SPATA18	0
chr4	USP46	0
chr4	ERVMER34-1	0
chr4	LINC01618	0
chr4	RASL11B	0
chr4	SCFD2	0
chr4	FIP1L1	0
chr4	LNX1	0
chr4	LNX1-AS1	0
chr4	LOC100506444	0
chr4	PDGFRA	0
chr4	LINC02260	0
chr4	KIT	0
chr4	KDR	0
chr4	SRD5A3-AS1	0
chr4	TMEM165	0
chr4	CLOCK	0
chr4	PDCL2	0
chr4	EXOC1L	0
chr4	EXOC1	0
chr4	CEP135	0
chr4	CRACD	0
chr4	PAICS	0
chr4	ARL9	0
chr4	THEGL	0
chr4	REST	0
chr4	NOA1	0
chr4	POLR2B	0
chr4	IGFBP7	0
chr4	LINC02380	0
chr4	LINC02494	0
chr4	LINC02271	0
chr4	ADGRL3	0
chr4	ADGRL3-AS1	0
chr4	TECRL	0
chr4	EPHA5-AS1	0
chr4	MIR1269A	0
chr4	LOC101927237	0
chr4	CENPC	0
chr4	UBA6-AS1	0
chr4	GNRHR	0
chr4	TMPRSS11D	0
chr4	TMPRSS11A	0
chr4	TMPRSS11GP	0
chr4	LOC550113	0
chr4	TMPRSS11F	0
chr4	TMPRSS11BNL	0
chr4	TMPRSS11B	0
chr4	YTHDC1	0
chr4	TMPRSS11E	0
chr4	UGT2B15	0
chr4	UGT2B10	0
chr4	LOC105377267	0
chr4	UGT2B4	0
chr4	UGT2A1	0
chr4	SULT1B1	0
chr4	CSN1S1	0
chr4	CSN2	0
chr4	STATH	0
chr4	HTN3	0
chr4	HTN1	0
chr4	CSN1S2AP	0
chr4	PRR27	0
chr4	ODAM	0
chr4	FDCSP	0
chr4	CSN3	0
chr4	SMR3A	0
chr4	SMR3B	0
chr4	OPRPN	0
chr4	MUC7	0
chr4	AMTN	0
chr4	AMBN	0
chr4	JCHAIN	0
chr4	UTP3	0
chr4	RUFY3	0
chr4	GRSF1	0
chr4	DCK	0
chr4	SLC4A4	0
chr4	NPFFR2	0
chr4	ADAMTS3	0
chr4	COX18	0
chr4	ANKRD17	0
chr4	ALB	0
chr4	AFP	0
chr4	LINC02499	0
chr4	RASSF6	0
chr4	CXCL8	0
chr4	CXCL1	0
chr4	CXCL5	0
chr4	EREG	0
chr4	AREG	0
chr4	BTC	0
chr4	PARM1-AS1	0
chr4	RCHY1	0
chr4	THAP6	0
chr4	CDKL2	0
chr4	SDAD1	0
chr4	SDAD1-AS1	0
chr4	SCARB2	0
chr4	FAM47E	0
chr4	FAM47E-STBD1	0
chr4	CCDC158	0
chr4	SHROOM3	0
chr4	SOWAHB	0
chr4	SEPTIN11	0
chr4	CCNG2	0
chr4	CXCL13	0
chr4	CNOT6L	0
chr4	FRAS1	0
chr4	PAQR3	0
chr4	LINC01088	0
chr4	ANTXR2	0
chr4	PRDM8	0
chr4	FGF5	0
chr4	BMP3	0
chr4	PRKG2	0
chr4	RASGEF1B	0
chr4	HNRNPD	0
chr4	TMEM150C	0
chr4	LINC00575	0
chr4	THAP9-AS1	0
chr4	THAP9	0
chr4	LIN54	0
chr4	COPS4	0
chr4	HELQ	0
chr4	ABRAXAS1	0
chr4	GPAT3	0
chr4	WDFY3	0
chr4	WDFY3-AS2	0
chr4	MAPK10	0
chr4	MAPK10-AS1	0
chr4	PTPN13	0
chr4	SLC10A6	0
chr4	C4orf36	0
chr4	AFF1-AS1	0
chr4	AFF1	0
chr4	KLHL8	0
chr4	MIR5705	0
chr4	HSD17B13	0
chr4	NUDT9	0
chr4	SPARCL1	0
chr4	DSPP	0
chr4	DMP1	0
chr4	IBSP	0
chr4	MEPE	0
chr4	ABCG2	0
chr4	PPM1K	0
chr4	PPM1K-DT	0
chr4	HERC6	0
chr4	HERC5	0
chr4	PIGY-DT	0
chr4	HERC3	0
chr4	FAM13A-AS1	0
chr4	FAM13A	0
chr4	TIGD2	0
chr4	SNCA	0
chr4	SNCA-AS1	0
chr4	MMRN1	0
chr4	CCSER1	0
chr4	GRID2	0
chr4	ATOH1	0
chr4	SMARCAD1	0
chr4	HPGDS	0
chr4	PDLIM5	0
chr4	BMPR1B-DT	0
chr4	BMPR1B	0
chr4	PDHA2	0
chr4	LINC02267	0
chr4	STPG2-AS1	0
chr4	STPG2	0
chr4	RAP1GDS1	0
chr4	TSPAN5	0
chr4	LOC105377342	0
chr4	METAP1	0
chr4	ADH5	0
chr4	LOC100507053	0
chr4	ADH1B	0
chr4	ADH1C	0
chr4	TRMT10A	0
chr4	MTTP	0
chr4	DAPP1	0
chr4	LAMTOR3	0
chr4	H2AZ1	0
chr4	H2AZ1-DT	0
chr4	LOC101929353	0
chr4	EMCN	0
chr4	LINC01216	0
chr4	PPP3CA	0
chr4	BANK1	0
chr4	SLC39A8	0
chr4	LOC105377621	0
chr4	MANBA	0
chr4	LOC102723704	0
chr4	UBE2D3	0
chr4	UBE2D3-AS1	0
chr4	SLC9B2	0
chr4	BDH2	0
chr4	LINC02428	0
chr4	TACR3	0
chr4	CXXC4	0
chr4	CXXC4-AS1	0
chr4	TET2	0
chr4	TET2-AS1	0
chr4	ARHGEF38	0
chr4	ARHGEF38-IT1	0
chr4	GSTCD	0
chr4	GSTCD-AS1	0
chr4	NPNT	0
chr4	LOC101929577	0
chr4	TBCK	0
chr4	AIMP1	0
chr4	GIMD1	0
chr4	LINC02173	0
chr4	DKK2	0
chr4	SGMS2	0
chr4	CYP2U1-AS1	0
chr4	CYP2U1	0
chr4	HADH	0
chr4	LEF1	0
chr4	LEF1-AS1	0
chr4	RPL34-DT	0
chr4	RPL34	0
chr4	OSTC	0
chr4	ETNPPL	0
chr4	COL25A1	0
chr4	COL25A1-DT	0
chr4	CASP6	0
chr4	PLA2G12A	0
chr4	CFI	0
chr4	GAR1	0
chr4	RRH	0
chr4	EGF	0
chr4	ELOVL6	0
chr4	PITX2	0
chr4	AP1AR	0
chr4	TIFA	0
chr4	ALPK1	0
chr4	NEUROG2	0
chr4	NEUROG2-AS1	0
chr4	ZGRF1	0
chr4	LARP7	0
chr4	ANK2	0
chr4	UGT8	0
chr4	LINC02263	0
chr4	LINC02264	0
chr4	NDST3	0
chr4	PRSS12	0
chr4	CEP170P1	0
chr4	METTL14-DT	0
chr4	METTL14	0
chr4	SEC24D	0
chr4	SYNPO2	0
chr4	MYOZ2	0
chr4	LOC101929762	0
chr4	USP53	0
chr4	C4orf3	0
chr4	FABP2	0
chr4	LINC01061	0
chr4	GTF2IP12	0
chr4	SEPTIN7P14	0
chr4	PDE5A	0
chr4	LINC02502	0
chr4	PRDM5	0
chr4	NDNF	0
chr4	QRFPR	0
chr4	ANXA5	0
chr4	SMIM43	0
chr4	PP12613	0
chr4	CCNA2	0
chr4	BBS7	0
chr4	TRPC3	0
chr4	ADAD1	0
chr4	IL21-AS1	0
chr4	BBS12	0
chr4	FGF2	0
chr4	FAT4	0
chr4	INTU	0
chr4	MFSD8	0
chr4	ABHD18	0
chr4	PGRMC2	0
chr4	LINC02615	0
chr4	JADE1	0
chr4	LINC02466	0
chr4	LINC02465	0
chr4	SNHG27	0
chr4	LINC01256	0
chr4	PCDH10	0
chr4	PABPC4L	0
chr4	LINC02462	0
chr4	LINC02485	0
chr4	LINC02511	0
chr4	PCDH18	0
chr4	LINC02172	0
chr4	SLC7A11-AS1	0
chr4	SLC7A11	0
chr4	LINC00499	0
chr4	LOC105377448	0
chr4	ELF2	0
chr4	RAB33B-AS1	0
chr4	SETD7	0
chr4	MGST2	0
chr4	LOC101927516	0
chr4	CLGN	0
chr4	MGAT4D	0
chr4	ELMOD2	0
chr4	ZNF330	0
chr4	LINC02432	0
chr4	INPP4B	0
chr4	LOC105377623	0
chr4	USP38	0
chr4	GAB1	0
chr4	SMARCA5	0
chr4	FREM3	0
chr4	GYPE	0
chr4	LOC101927636	0
chr4	GYPB	0
chr4	GYPA	0
chr4	HHIP	0
chr4	ANAPC10	0
chr4	ABCE1	0
chr4	OTUD4	0
chr4	LINC02266	0
chr4	SMAD1	0
chr4	MMAA	0
chr4	ZNF827	0
chr4	LINC01095	0
chr4	REELD1	0
chr4	SLC10A7	0
chr4	TTC29	0
chr4	EDNRA	0
chr4	TMEM184C	0
chr4	PRMT9	0
chr4	LINC02355	0
chr4	IQCM	0
chr4	DCLK2	0
chr4	LRBA	0
chr4	RPS3A	0
chr4	SH3D19	0
chr4	FAM160A1	0
chr4	GATB	0
chr4	TIGD4	0
chr4	ARFIP1	0
chr4	FHDC1	0
chr4	MND1	0
chr4	LOC100419170	0
chr4	RNF175	0
chr4	SFRP2	0
chr4	DCHS2	0
chr4	FGB	0
chr4	RBM46	0
chr4	NPY2R	0
chr4	MAP9	0
chr4	GUCY1A1	0
chr4	GUCY1B1	0
chr4	TDO2	0
chr4	CTSO	0
chr4	PDGFC	0
chr4	GRIA2	0
chr4	FAM198B-AS1	0
chr4	RXFP1	0
chr4	ETFDH	0
chr4	FNIP2	0
chr4	C4orf45	0
chr4	RAPGEF2	0
chr4	FSTL5	0
chr4	NPY1R	0
chr4	NPY5R	0
chr4	TMA16	0
chr4	MARCHF1	0
chr4	SMIM31	0
chr4	APELA	0
chr4	TRIM60	0
chr4	KLHL2	0
chr4	CPE	0
chr4	LINC01179	0
chr4	TLL1	0
chr4	SPOCK3	0
chr4	ANXA10	0
chr4	DDX60	0
chr4	DDX60L	0
chr4	CBR4	0
chr4	SH3RF1	0
chr4	NEK1	0
chr4	CLCN3	0
chr4	HPF1	0
chr4	AADAT	0
chr4	LINC02431	0
chr4	LINC02174	0
chr4	GALNTL6-AS1	0
chr4	LOC101930370	0
chr4	GALNT7	0
chr4	HAND2-AS1	0
chr4	FBXO8	0
chr4	HPGD	0
chr4	GLRA3	0
chr4	ADAM29	0
chr4	GPM6A	0
chr4	LOC101928590	0
chr4	WDR17	0
chr4	SPATA4	0
chr4	ASB5	0
chr4	SPCS3	0
chr4	VEGFC	0
chr4	LINC02509	0
chr4	NEIL3	0
chr4	AGA	0
chr4	LINC01098	0
chr4	LINC01099	0
chr4	LINC00290	0
chr4	LINC02500	0
chr4	TEMN3-AS1	0
chr4	TENM3	0
chr4	DCTD	0
chr4	WWC2	0
chr4	LOC389247	0
chr4	ING2	0
chr4	STOX2	0
chr4	ENPP6	0
chr4	LINC02363	0
chr4	LINC02362	0
chr4	LINC02427	0
chr4	LINC02365	0
chr4	CASP3	0
chr4	PRIMPOL	0
chr4	ACSL1	0
chr4	MIR3945HG	0
chr4	LINC01093	0
chr4	LINC02436	0
chr4	SLC25A4	0
chr4	CFAP97	0
chr4	SNX25	0
chr4	LRP2BP	0
chr4	UFSP2	0
chr4	C4orf47	0
chr4	TLR3	0
chr4	FAM149A	0
chr4	FLJ38576	0
chr4	CYP4V2	0
chr4	KLKB1	0
chr4	F11-AS1	0
chr4	MTNR1A	0
chr4	FAT1	0
chr4	LINC02374	0
chr4	LOC339975	0
chr4	TRIML2	0
chr4	TRIML1	0
chr4	LOC105379514	0
chr4	FRG1	0
chr5	PLEKHG4B	0
chr5	CCDC127	0
chr5	SDHA	0
chr5	HRAT5	0
chr5	PDCD6-AHRR	0
chr5	EXOC3-AS1	0
chr5	EXOC3	0
chr5	SLC9A3-AS1	0
chr5	MIR4456	0
chr5	LOC100996325	0
chr5	TPPP	0
chr5	ZDHHC11B	0
chr5	BRD9	0
chr5	TRIP13	0
chr5	NKD2	0
chr5	SLC12A7	0
chr5	SLC6A19	0
chr5	SLC6A18	0
chr5	TERT	0
chr5	CLPTM1L	0
chr5	LINC01511	0
chr5	LPCAT1	0
chr5	SDHAP3	0
chr5	LOC728613	0
chr5	MIR4277	0
chr5	NDUFS6	0
chr5	LINC02116	0
chr5	IRX4	0
chr5	CTD-2194D22.4	0
chr5	LSINCT5	0
chr5	IRX2	0
chr5	C5orf38	0
chr5	LINC01377	0
chr5	LINC01019	0
chr5	IRX1	0
chr5	LINC02114	0
chr5	LINC01020	0
chr5	LINC02121	0
chr5	CTD-2297D10.2	0
chr5	ADAMTS16	0
chr5	ICE1	0
chr5	UBE2QL1	0
chr5	LINC01018	0
chr5	NSUN2	0
chr5	LINC02102	0
chr5	TENT4A	0
chr5	LINC02236	0
chr5	LOC442132	0
chr5	ADCY2	0
chr5	C5orf49	0
chr5	FASTKD3	0
chr5	MTRR	0
chr5	LINC02226	0
chr5	MIR4458HG	0
chr5	LINC02199	0
chr5	SEMA5A-AS1	0
chr5	SNHG18	0
chr5	LINC02112	0
chr5	ATPSCKMT	0
chr5	CMBL	0
chr5	MARCHF6	0
chr5	ROPN1L	0
chr5	LINC02212	0
chr5	ANKRD33B	0
chr5	DAP	0
chr5	CTNND2	0
chr5	LINC02220	0
chr5	DNAH5	0
chr5	TRIO	0
chr5	OTULIN	0
chr5	ANKH	0
chr5	LINC02149	0
chr5	FBXL7	0
chr5	CTD-2350J17.1	0
chr5	MARCHF11	0
chr5	LOC401176	0
chr5	LINC02150	0
chr5	ZNF622	0
chr5	RETREG1	0
chr5	LOC101929524	0
chr5	BASP1-AS1	0
chr5	BASP1	0
chr5	LINC02111	0
chr5	LINC02217	0
chr5	H3Y1	0
chr5	LINC02223	0
chr5	CDH18	0
chr5	CDH18-AS1	0
chr5	LINC02241	0
chr5	GUSBP1	0
chr5	CDH12	0
chr5	PMCHL1	0
chr5	PRDM9	0
chr5	C5orf17	0
chr5	CDH10	0
chr5	LINC02239	0
chr5	LINC02228	0
chr5	LINC02211	0
chr5	CDH9	0
chr5	PURPL	0
chr5	LINC02103	0
chr5	LINC02064	0
chr5	LOC105374704	0
chr5	CDH6	0
chr5	DROSHA	0
chr5	PDZD2	0
chr5	GOLPH3	0
chr5	MTMR12	0
chr5	ZFR	0
chr5	SUB1	0
chr5	LINC02120	0
chr5	LINC02160	0
chr5	TARS1	0
chr5	ADAMTS12	0
chr5	SLC45A2	0
chr5	C1QTNF3-AMACR	0
chr5	RAI14	0
chr5	TTC23L	0
chr5	RAD1	0
chr5	BRIX1	0
chr5	DNAJC21	0
chr5	AGXT2	0
chr5	SPEF2	0
chr5	IL7R	0
chr5	CAPSL	0
chr5	LOC100506406	0
chr5	UGT3A2	0
chr5	LMBRD2	0
chr5	SKP2	0
chr5	NADK2	0
chr5	RANBP3L	0
chr5	SLC1A3	0
chr5	NIPBL-DT	0
chr5	NUP155	0
chr5	WDR70	0
chr5	GDNF	0
chr5	GDNF-AS1	0
chr5	LINC02110	0
chr5	LINC02107	0
chr5	LIFR	0
chr5	LIFR-AS1	0
chr5	OSMR-AS1	0
chr5	OSMR	0
chr5	RICTOR	0
chr5	FYB1	0
chr5	C9	0
chr5	LINC00603	0
chr5	PTGER4	0
chr5	TTC33	0
chr5	PRKAA1	0
chr5	RPL37	0
chr5	C7	0
chr5	MROH2B	0
chr5	C6	0
chr5	OXCT1	0
chr5	FBXO4	0
chr5	LOC101926960	0
chr5	GHR	0
chr5	CCDC152	0
chr5	SELENOP	0
chr5	FLJ32255	0
chr5	LOC648987	0
chr5	LOC100132356	0
chr5	LOC100506639	0
chr5	ZNF131	0
chr5	HMGCS1	0
chr5	CCL28	0
chr5	TMEM267	0
chr5	C5orf34	0
chr5	PAIP1	0
chr5	NNT-AS1	0
chr5	NNT	0
chr5	FGF10	0
chr5	FGF10-AS1	0
chr5	LINC02224	0
chr5	MRPS30-DT	0
chr5	MRPS30	0
chr5	HCN1	0
chr5	PARP8	0
chr5	LINC02106	0
chr5	LOC642366	0
chr5	ISL1	0
chr5	LINC02118	0
chr5	ITGA1	0
chr5	ITGA2	0
chr5	MOCS2	0
chr5	LOC257396	0
chr5	FST	0
chr5	NDUFS4	0
chr5	LINC02105	0
chr5	ARL15	0
chr5	LINC01033	0
chr5	SNX18	0
chr5	LOC102467080	0
chr5	GZMA	0
chr5	CDC20B	0
chr5	DHX29	0
chr5	MTREX	0
chr5	PLPP1	0
chr5	RNF138P1	0
chr5	SLC38A9	0
chr5	DDX4	0
chr5	IL31RA	0
chr5	FLJ31104	0
chr5	ANKRD55	0
chr5	C5orf67	0
chr5	LOC105378979	0
chr5	MAP3K1	0
chr5	SETD9	0
chr5	MIER3	0
chr5	GPBP1	0
chr5	LINCR-0003	0
chr5	LINC02225	0
chr5	LINC02101	0
chr5	LINC02108	0
chr5	PDE4D	0
chr5	PART1	0
chr5	DEPDC1B	0
chr5	ERCC8	0
chr5	NDUFAF2	0
chr5	SMIM15	0
chr5	LINC02057	0
chr5	ZSWIM6	0
chr5	C5orf64	0
chr5	C5orf64-AS1	0
chr5	DIMT1	0
chr5	IPO11	0
chr5	IPO11-LRRC70	0
chr5	RGS7BP	0
chr5	SHISAL2B	0
chr5	SREK1IP1	0
chr5	ADAMTS6	0
chr5	CENPK	0
chr5	PPWD1	0
chr5	TRIM23	0
chr5	TRAPPC13	0
chr5	SGTB	0
chr5	NLN	0
chr5	ERBIN	0
chr5	SREK1	0
chr5	LINC02229	0
chr5	MAST4	0
chr5	CD180	0
chr5	LINC02219	0
chr5	PIK3R1	0
chr5	LINC02198	0
chr5	CENPH	0
chr5	CDK7	0
chr5	CCDC125	0
chr5	AK6	0
chr5	RAD17	0
chr5	MARVELD2	0
chr5	LINC02197	0
chr5	BDP1	0
chr5	MCCC2	0
chr5	CARTPT	0
chr5	MAP1B	0
chr5	MRPS27	0
chr5	PTCD2	0
chr5	ZNF366	0
chr5	LINC02056	0
chr5	FCHO2	0
chr5	TMEM171	0
chr5	LOC105379030	0
chr5	TMEM174	0
chr5	LOC340090	0
chr5	LINC02230	0
chr5	LINC01386	0
chr5	BTF3	0
chr5	ANKRA2	0
chr5	UTP15	0
chr5	ARHGEF28	0
chr5	ENC1	0
chr5	HEXB	0
chr5	GFM2	0
chr5	NSA2	0
chr5	GCNT4	0
chr5	ANKRD31	0
chr5	HMGCR	0
chr5	CERT1	0
chr5	POLK	0
chr5	ANKDD1B	0
chr5	POC5	0
chr5	LOC441087	0
chr5	IQGAP2	0
chr5	F2R	0
chr5	S100Z	0
chr5	CRHBP	0
chr5	AGGF1	0
chr5	ZBED3	0
chr5	ZBED3-AS1	0
chr5	PDE8B	0
chr5	WDR41	0
chr5	OTP	0
chr5	TBCA	0
chr5	LOC101929154	0
chr5	AP3B1	0
chr5	SCAMP1-AS1	0
chr5	SCAMP1	0
chr5	LHFPL2	0
chr5	ARSB	0
chr5	DMGDH	0
chr5	BHMT2	0
chr5	BHMT	0
chr5	HOMER1	0
chr5	TENT2	0
chr5	CMYA5	0
chr5	MTX3	0
chr5	THBS4	0
chr5	THBS4-AS1	0
chr5	SERINC5	0
chr5	LOC644936	0
chr5	ZFYVE16	0
chr5	FAM151B	0
chr5	LINC01337	0
chr5	DHFR	0
chr5	MSH3	0
chr5	RASGRF2-AS1	0
chr5	RASGRF2	0
chr5	CKMT2-AS1	0
chr5	ZCCHC9	0
chr5	ACOT12	0
chr5	SSBP2	0
chr5	ATG10	0
chr5	RPS23	0
chr5	ATP6AP1L	0
chr5	LINC01338	0
chr5	TMEM167A	0
chr5	XRCC4	0
chr5	VCAN-AS1	0
chr5	HAPLN1	0
chr5	EDIL3	0
chr5	COX7C	0
chr5	LOC101929380	0
chr5	LINC01949	0
chr5	RASA1	0
chr5	CCNH	0
chr5	LOC644285	0
chr5	LINC02488	0
chr5	TMEM161B	0
chr5	LINC00461	0
chr5	MEF2C-AS2	0
chr5	MEF2C	0
chr5	LINC01339	0
chr5	CETN3	0
chr5	MBLAC2	0
chr5	POLR3G	0
chr5	LYSMD3	0
chr5	ARRDC3	0
chr5	ARRDC3-AS1	0
chr5	NR2F1-AS1	0
chr5	FAM172A	0
chr5	POU5F2	0
chr5	KIAA0825	0
chr5	SLF1	0
chr5	MCTP1	0
chr5	FAM81B	0
chr5	TTC37	0
chr5	ARSK	0
chr5	GPR150	0
chr5	SPATA9	0
chr5	RHOBTB3	0
chr5	LOC102724720	0
chr5	LINC01554	0
chr5	ELL2	0
chr5	LOC101929710	0
chr5	PCSK1	0
chr5	CAST	0
chr5	ERAP1	0
chr5	ERAP2	0
chr5	LNPEP	0
chr5	LIX1	0
chr5	RIOK2	0
chr5	LINC01340	0
chr5	LINC02234	0
chr5	LINC01846	0
chr5	RGMB-AS1	0
chr5	CHD1	0
chr5	LINC02062	0
chr5	LOC100133050	0
chr5	FAM174A	0
chr5	ST8SIA4	0
chr5	SLCO4C1	0
chr5	SLCO6A1	0
chr5	LINC00492	0
chr5	LINC00491	0
chr5	PAM	0
chr5	PPIP5K2	0
chr5	LINC02115	0
chr5	NUDT12	0
chr5	RAB9BP1	0
chr5	LINC01950	0
chr5	EFNA5	0
chr5	FBXL17	0
chr5	FER	0
chr5	PJA2	0
chr5	MAN2A1	0
chr5	LINC01848	0
chr5	SLC25A46	0
chr5	WDR36	0
chr5	CAMK4	0
chr5	STARD4	0
chr5	STARD4-AS1	0
chr5	NREP	0
chr5	NREP-AS1	0
chr5	EPB41L4A	0
chr5	EPB41L4A-AS1	0
chr5	LOC101927023	0
chr5	EPB41L4A-DT	0
chr5	LINC02200	0
chr5	LOC102467216	0
chr5	APC	0
chr5	SRP19	0
chr5	REEP5	0
chr5	DCP2	0
chr5	MCC	0
chr5	TSSK1B	0
chr5	YTHDC2	0
chr5	KCNN2	0
chr5	TRIM36	0
chr5	PGGT1B	0
chr5	FEM1C	0
chr5	LOC101927100	0
chr5	LOC102467217	0
chr5	CDO1	0
chr5	ATG12	0
chr5	AP3S1	0
chr5	LVRN	0
chr5	ARL14EPL	0
chr5	COMMD10	0
chr5	LOC101927190	0
chr5	SEMA6A	0
chr5	LINC02214	0
chr5	LINC00992	0
chr5	LINC02147	0
chr5	LINC02215	0
chr5	DTWD2	0
chr5	DMXL1	0
chr5	TNFAIP8	0
chr5	HSD17B4	0
chr5	FAM170A	0
chr5	PRR16	0
